hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
Jh,Th,9h,Qc,3d,5c,5d,0.5765,0.2833
5c,3c,8s,Jd,4h,Ad,Kd,0.3992,0.0188
5s,7c,9d,Tc,Qh,Td,8h,0.4067,0.1005
6h,4s,Ad,Qc,Kd,5s,5d,0.3855,0.2314
5h,9d,Ac,Ah,Ks,5c,As,0.4274,0.7477
Ad,2h,Qc,Td,3d,As,Ah,0.5496,0.9456
6c,9c,Ad,Th,9h,2h,Ts,0.4764,0.6917
6c,4h,4d,3d,Qs,Jh,Qh,0.3799,0.6875
4s,Ks,9d,8d,9h,9c,Ac,0.5464,0.6031
2d,5d,2c,3s,Kd,Js,4h,0.3758,0.4092
Jc,7d,Qd,2s,Qh,5d,6h,0.4968,0.2397
8d,Jh,9c,2c,Qc,Td,6h,0.5165,0.9382
As,Ks,Qd,Td,8h,2c,9d,0.6642,0.2527
2s,Th,3h,Jc,2h,8h,7c,0.4168,0.4265
9h,6h,2s,7h,5s,4c,4s,0.4718,0.0321
3d,4c,7c,2h,6h,Qs,Ah,0.3557,0.0034
Js,6h,8h,Qh,2c,Ac,9d,0.4755,0.2514
7d,4s,Kh,9s,Qd,As,Td,0.3957,0.1512
6d,3d,Ks,6s,7s,Ad,2s,0.4007,0.3146
9c,8d,Jc,3c,6c,Ad,9s,0.4896,0.6514
6h,7s,Tc,3s,Qd,6s,4d,0.4269,0.6219
9s,8c,8s,3c,Kc,5c,6s,0.4837,0.6702
8s,7h,Ah,Qd,5h,7s,4c,0.451,0.6147
Th,8c,4h,8s,5c,Ts,9s,0.5006,0.8937
Qs,7h,6c,Qd,3h,Jh,Tc,0.5093,0.8178
3h,9s,2s,9c,Js,8h,Qh,0.4031,0.5291
9c,2s,8c,7d,2h,Qh,8d,0.3789,0.57
Jd,7s,Th,2c,Ad,5s,8c,0.4956,0.1673
4c,As,9d,Td,9c,3h,Ah,0.5741,0.8508
9c,8h,Tc,2d,7c,4s,Th,0.4748,0.1258
Kh,Qh,4c,7c,Ks,Qc,Ad,0.6318,0.8989
5c,7d,6h,8h,Jc,Jd,Kd,0.4068,0.1066
5s,8d,4s,Ks,5d,3d,Ts,0.4138,0.5626
5h,2h,As,6d,8h,Kc,Ad,0.3784,0.0352
Td,Ks,3d,4d,Kd,9h,Ac,0.5961,0.7585
5h,2c,Td,Ah,5s,Jc,As,0.3419,0.5837
3h,3c,4h,8c,Qs,6d,Ks,0.5403,0.3911
Ts,7h,2h,6d,Qc,Qh,As,0.4768,0.2617
Js,2h,7h,6d,Ac,Ad,9c,0.4528,0.2087
5d,6h,8h,Kd,9d,Jh,7s,0.3997,0.8212
Js,4c,7h,7d,9h,Ts,3s,0.4641,0.1548
5h,5d,Kd,4s,9s,9c,Qs,0.5982,0.5817
Qh,5h,4s,5d,Ac,3s,Kd,0.5312,0.5171
Kd,2d,Th,6s,8h,9s,6h,0.5295,0.2073
3h,Qs,Kc,As,Ad,Ah,6d,0.4853,0.6084
As,Ah,Qh,7h,2d,8d,Ks,0.852,0.8957
Ks,8s,5h,Jh,8d,7h,Jc,0.5756,0.7769
Td,5h,7c,4d,Jh,Qh,Qs,0.4446,0.2399
7h,Ad,Ac,Jh,Ts,Ks,8h,0.592,0.695
6c,Jd,9c,Kd,Ad,7h,2d,0.477,0.2349
6h,Jd,3d,Qs,Th,3c,2s,0.4763,0.2522
9d,5h,Kc,5s,Js,5c,Jc,0.4311,0.8881
Ts,6c,2c,6h,As,7h,Jh,0.466,0.5418
Ts,5d,9c,Jc,2h,3h,As,0.4427,0.1555
Kc,8d,Jc,Qc,5s,Ac,4c,0.5648,1.0
9c,8d,6h,Js,2c,5s,9h,0.4853,0.7347
As,Kc,3h,Ad,9d,Qh,Qc,0.6481,0.9004
6c,Ks,8s,2h,9h,Qd,3c,0.5398,0.2329
Ad,Qc,Kd,Ac,Qs,9s,3s,0.6379,0.9217
Tc,2s,6d,Th,8h,5d,9s,0.4157,0.6566
Th,As,5s,Qh,Tc,Js,2c,0.6257,0.6558
2s,Ks,7c,Qc,7d,9c,8d,0.5314,0.2809
Ac,3s,As,Kh,Jc,2h,8c,0.5563,0.8516
5h,8c,6s,4d,7h,Tc,6d,0.407,0.9549
Td,As,Ac,Ad,8d,7d,2c,0.6206,0.9315
3d,9s,4d,Qh,Jc,3h,8s,0.4058,0.4531
4c,6s,6d,6h,7s,3c,2h,0.3871,0.9403
2h,Th,8h,Jc,7h,8c,7s,0.4492,0.1507
9c,Jh,4s,5d,2h,Qh,7s,0.537,0.1495
Ts,Ad,8h,4h,9h,4c,Ac,0.6253,0.8223
8s,8h,7h,6d,Jh,9d,3h,0.6938,0.6327
Qc,7h,Jc,Ac,Ah,Jd,Kc,0.519,0.3296
7h,5c,Qc,4c,3c,9c,9h,0.4079,0.6861
6h,Qs,Ks,8s,4d,5s,3c,0.5053,0.1961
4s,7h,Th,Kd,Ac,8c,6c,0.3801,0.093
5c,Kd,Td,Ac,7h,Th,3h,0.5312,0.4197
7c,4c,Js,Th,9d,2c,8s,0.42,0.7706
Jh,9h,Qd,2c,8d,Jd,2d,0.5607,0.4178
Qc,Jd,3d,2h,Ah,Ad,Ac,0.5819,0.509
Kh,3c,4h,3h,Tc,Jc,Ks,0.5206,0.9397
9d,Kh,Qd,5s,6s,7d,Tc,0.5867,0.2362
2c,9h,Th,3c,7c,Kd,As,0.3878,0.1734
5d,9c,7d,Jh,8c,3d,4d,0.4236,0.0449
4h,Js,3s,3h,5d,Qd,Kd,0.4694,0.3322
2s,Ah,4d,4s,6s,Kc,3d,0.5521,0.4035
Ad,Ts,6c,Qh,As,9d,6h,0.6297,0.8496
Kh,2d,Qs,9c,7c,9d,Jd,0.4971,0.336
9s,As,4d,7s,6h,7h,5s,0.629,0.2462
7d,Qh,6h,Js,Kd,3h,9h,0.513,0.247
5d,5h,6h,3s,Qs,Jc,Kh,0.6005,0.4651
Jd,Ad,7h,Ts,Jc,As,Jh,0.6536,0.9973
6s,2d,Jd,Qh,9c,Kh,4d,0.3389,0.0594
Js,Ac,4s,3d,8s,4c,3h,0.647,0.6012
2h,Ks,2s,Td,7h,3s,8h,0.5112,0.45
Qh,8c,Kd,Th,Jh,7c,8d,0.5397,0.4449
As,9s,Jd,4s,Jc,Js,Qh,0.6225,0.6042
Tc,Qc,4c,5d,Qh,4s,Jd,0.5937,0.8355
Tc,7s,As,Js,8h,Qs,2d,0.4775,0.2382
Jd,8d,Kc,7c,2h,2d,Ac,0.544,0.3289
3s,3h,Js,5h,7s,Ks,3c,0.5351,0.9398
Th,7c,9c,8h,Qs,8c,5h,0.4748,0.1638
4h,3d,Qh,8d,9d,Qc,6h,0.3533,0.0383
8d,Qh,Qc,Kc,5s,8c,2h,0.5403,0.9122
5c,8d,3s,Ks,Jc,Ac,9h,0.4109,0.1762
2s,3h,7d,7h,4c,6c,Jc,0.3231,0.0047
7d,8c,Kc,7h,Ks,Ah,6s,0.4464,0.7177
7d,Qs,3c,3d,2d,Ac,6c,0.5171,0.3051
6s,7s,Js,4s,Ah,9h,7d,0.4572,0.5454
6c,6h,2c,9s,5d,3c,5h,0.6418,0.7211
4d,Kh,9c,Qc,8c,6h,Ks,0.5243,0.7765
4s,Ts,8s,9c,4h,2c,9s,0.4551,0.7035
9h,6s,8c,4h,4d,9d,Jd,0.4446,0.6264
4s,2s,8s,9h,6s,7h,Qd,0.3721,0.0154
Qh,Td,Jc,8d,8c,2d,7c,0.5683,0.2528
4c,7h,4h,Qh,9d,Ks,Jh,0.3938,0.3401
Ah,5d,Kd,7d,6d,9h,Jd,0.5754,0.7882
6h,7c,Jd,5h,Kh,6c,Tc,0.4258,0.5235
4s,Jd,Tc,Kd,4c,Kh,Th,0.4561,0.4825
Kc,5s,7s,Qd,3h,3s,6s,0.5366,0.303
3d,Jd,Kh,Jh,2h,3s,9d,0.4855,0.8941
Ac,3h,7d,7h,Kh,Th,8d,0.5558,0.4095
5c,4c,5h,Tc,6h,4s,8h,0.4092,0.6919
5h,9h,7h,5s,9s,8h,3h,0.4581,0.9741
5h,5s,8c,7d,3s,7h,4c,0.6073,0.7297
5d,Js,Ts,Ac,6d,Tc,3c,0.4746,0.2245
2h,5s,9s,Jd,6c,5d,Ad,0.3439,0.4133
Qd,Ks,8c,2s,3h,6c,7c,0.6117,0.223
2h,Jc,Js,Jh,Kd,4s,2s,0.4431,0.9909
Kc,Kd,4c,6d,Qh,8d,3s,0.8314,0.8533
Ac,2h,Ad,7s,5c,6s,3d,0.5474,0.6677
Qh,Ks,Js,5d,4h,Th,3h,0.6132,0.2415
Kc,Qs,3s,3d,9d,Td,4d,0.6185,0.2128
2c,5h,7h,Tc,As,8d,3s,0.3464,0.0246
Qh,Ah,Jh,Qs,2s,5s,9c,0.6603,0.8242
7c,6s,3h,9c,8h,2h,Jc,0.4279,0.0611
7c,7s,5c,3h,2h,9d,Jc,0.6585,0.6424
Kd,Tc,Ks,5c,Ac,2s,5s,0.5872,0.6951
Ac,5s,7d,6c,Qs,Kh,5c,0.5718,0.4527
Qc,8h,3d,Qd,4s,2d,4h,0.5372,0.7833
Ac,Th,3c,Qs,2h,3d,5c,0.623,0.4613
Ah,Ad,Qh,6c,9d,4h,8s,0.8503,0.8456
8c,2d,8d,Jh,Kd,Td,2h,0.3674,0.8438
Td,Jc,5s,Ks,5d,9s,7s,0.5404,0.1401
3s,2d,Tc,7s,6d,9h,5c,0.3231,0.0112
Tc,Jh,Qd,3s,9s,Ks,8d,0.542,0.9496
8d,3c,9c,2d,Tc,Ks,Qc,0.369,0.1689
Qd,4d,8h,6c,2h,2d,Ah,0.5123,0.3145
3h,Qh,8h,3c,7h,6c,Ts,0.5099,0.3399
8s,Ks,Ad,5h,9s,8d,3d,0.583,0.6296
3s,Th,Kh,As,2s,7s,Jc,0.4173,0.237
3h,4c,7h,9d,Ac,Kc,Ks,0.3564,0.0649
3s,6d,Ks,8s,6h,9c,9h,0.3579,0.5681
Kh,9c,6c,6h,8c,6d,3h,0.5814,0.4768
6c,Tc,6s,Ts,Kh,4d,8d,0.4854,0.9159
6h,Qh,Jh,5h,3s,9h,5d,0.5313,0.958
Js,Th,Ad,Jd,Qd,Td,2s,0.551,0.4577
2s,3h,4s,Jc,8s,Js,6d,0.3239,0.0044
Tc,Jc,3h,Kc,6d,Kd,5h,0.5766,0.2547
3s,5d,5h,Qd,4d,7c,4h,0.3674,0.5473
2s,3d,6h,8c,Js,Jc,Kh,0.328,0.0347
Td,2s,Qc,3c,9d,2d,7c,0.4138,0.4204
2d,4d,9d,6d,8d,Th,9s,0.3759,0.9416
8d,5h,3c,5s,Ks,Jd,9s,0.4194,0.5003
6h,Kc,Kh,Tc,8d,Qs,5c,0.5386,0.8272
Tc,8h,Qs,4h,Qc,Ad,6s,0.5049,0.2811
As,8c,5c,6d,Ts,5d,9s,0.5976,0.4417
Kd,2c,Js,Td,9c,Ah,2s,0.5059,0.434
Js,4h,8h,Qc,8s,Qd,Td,0.4656,0.381
7c,6c,Qc,9s,Th,Tc,Ah,0.4534,0.1489
9d,9s,Kh,Jc,7h,Qc,Qs,0.7259,0.6282
3d,8h,5s,5c,Ks,2d,3h,0.3792,0.6627
5h,4c,Jh,5c,Kh,5d,7d,0.3803,0.9587
Jd,Qc,Kh,Qs,2h,3d,Jh,0.5859,0.8828
3d,2c,Kc,Ad,7c,As,Kd,0.3192,0.1063
7s,2d,8h,Qd,9h,4h,Jc,0.3398,0.0943
As,9d,Ah,2h,Jc,9h,4h,0.6099,0.6081
Ad,5s,9d,2h,Jh,Tc,As,0.5791,0.8159
Js,As,6d,5s,3h,7d,4c,0.6521,0.413
5s,4c,Ks,Jc,9s,6d,3s,0.3834,0.0226
2d,7s,7c,3c,6d,6c,9c,0.3451,0.3759
Kh,8c,Jh,4h,8d,As,Qs,0.5596,0.5726
3h,9s,7s,2h,Qh,4c,As,0.3921,0.0772
Ac,Jd,5s,Jc,5d,Td,Jh,0.642,0.9729
Qd,Td,4s,9h,Qs,9d,Ks,0.6018,0.6833
Ts,Kh,Kc,4d,5h,8c,Qc,0.5988,0.8199
8c,2d,8d,9h,9c,5c,Kh,0.3671,0.7004
Kd,Jd,Jc,6h,4d,Td,2h,0.6321,0.8696
Td,Qd,5c,Tc,Jh,6h,Kh,0.5875,0.6361
9h,2h,Qd,3h,Qs,4c,9c,0.4271,0.8015
Kh,9h,Ah,2h,Kd,3s,Jh,0.5955,1.0
7c,Jd,5s,9c,5d,Tc,8d,0.4965,0.9534
3s,4h,5c,Kc,Qc,Ks,9s,0.3507,0.0146
2d,3d,5c,3c,8c,Qh,6d,0.3605,0.3634
Jh,Kh,6c,7h,5d,Jd,Tc,0.6276,0.8246
6h,Kc,Ac,9d,7h,Js,4d,0.5419,0.3135
4h,Jd,5h,Qc,8s,3h,8d,0.4555,0.2289
5c,3s,8h,6s,9d,4d,9s,0.3659,0.0218
9c,4c,Js,Ac,Jc,8h,Qs,0.4365,0.2587
5d,8h,Tc,6d,Ah,Js,6c,0.4129,0.1453
Th,Kh,Tc,Jh,4s,Qd,Ad,0.6172,0.9329
9h,Qd,7d,5h,Jh,8h,3s,0.5625,0.1359
2d,5c,Kc,5s,6c,As,5h,0.3415,0.9675
8c,Jh,3s,2c,Ts,9s,Ah,0.5218,0.1661
7d,Kh,9s,4h,7h,8h,Kd,0.5508,0.8951
Kh,6h,8h,Qs,3c,2d,5h,0.5623,0.2214
Kc,4d,Jh,9s,Ad,3d,4c,0.5274,0.5754
5s,7d,Qc,Qd,2h,4c,9d,0.4042,0.0543
4d,Jc,8c,Td,5h,Jd,Jh,0.4636,0.9251
4c,6d,5s,Kd,5d,Qs,5h,0.38,0.2609
2s,9s,2d,Ts,Jd,6s,Qd,0.4214,0.3819
7h,Jd,5s,2c,Qd,Js,Jh,0.4988,0.9612
Ks,3s,8c,Qs,3c,8d,5s,0.5427,0.6164
Js,Tc,As,Jd,6c,9d,5h,0.5554,0.7671
4s,8c,Qd,2h,5c,Kd,8s,0.3881,0.6425
6d,3s,6c,2s,2c,5h,8d,0.356,0.6274
Jd,Ad,7h,Qc,3c,8s,Jh,0.6536,0.7873
9s,6d,6h,2d,5d,4c,4s,0.4516,0.6273
Js,6h,9c,5h,Kh,8d,9s,0.4825,0.2349
2c,Td,5s,5c,Jh,3c,Ks,0.4195,0.2547
7c,5h,Qs,6d,8h,Th,Jh,0.4029,0.1012
6d,2d,8d,Td,6h,Js,2h,0.3797,0.8868
9c,Js,9d,Jd,Qd,7c,8s,0.5346,0.7254
Ac,4c,Qs,5c,Tc,7h,Qc,0.589,0.9727
6d,2s,6s,Ac,5c,Js,Qc,0.3399,0.5035
Qc,4d,2c,8s,3s,Ks,6c,0.4984,0.2001
3d,9c,5h,Ks,7d,7h,Kc,0.3934,0.2591
2d,Js,Qh,Ks,Th,7d,6d,0.432,0.2316
As,2c,6h,Jh,Qd,4d,Tc,0.5516,0.296
9d,Th,As,Qc,5h,Jh,3s,0.5323,0.2714
Ks,Tc,Kc,2d,2c,6c,2s,0.5981,0.9023
Qc,8h,2h,5s,4h,6s,2d,0.5343,0.1436
5c,4c,3s,9d,6s,8h,4d,0.4042,0.4785
Td,2s,Ac,Qc,Jh,2c,6s,0.4113,0.4063
Kc,2s,Jc,2d,Ac,5h,Tc,0.5069,0.4291
5s,5h,6s,5c,Th,Qh,4d,0.6032,0.9434
6s,3c,Ts,7s,Kc,Tc,3h,0.3583,0.5838
Ac,Qh,9s,Kh,3h,6c,2h,0.6407,0.3499
5h,Jd,Td,9h,8s,Kc,4s,0.4739,0.1604
5s,Qh,9s,6s,Th,Qc,Qd,0.487,0.9058
Kc,Qd,8d,4c,Jc,6h,3d,0.6086,0.2559
8s,Jh,4h,Qc,7c,Kc,2d,0.506,0.243
Ts,Tc,7h,5d,3s,Kc,Ah,0.7478,0.6657
7c,6d,2d,Jc,Jd,Ac,Js,0.4209,0.1067
9h,5h,2s,Kc,Tc,6c,Qd,0.4563,0.1556
Ts,4s,8h,3h,7c,Jc,3d,0.4663,0.1734
Qc,Ts,4d,8h,Kc,7h,6s,0.5711,0.1709
3s,Qd,Ks,5d,Jd,2c,2h,0.4709,0.3539
6h,5h,7s,3h,4s,Jd,2h,0.4363,0.9949
8s,Jh,2d,7h,6h,Qh,6c,0.5233,0.2402
Kc,Qs,2d,Ts,Qd,6s,Ks,0.6157,0.9169
4s,6h,Ah,8d,6s,Kh,4h,0.3726,0.8708
Kh,6h,Qd,5c,Jc,Th,9c,0.5725,0.89
8c,6c,8s,Ad,6h,9d,2h,0.4625,0.9117
6d,6s,8c,Jd,Ks,Ad,Ah,0.6328,0.5279
6h,8d,Qc,6c,4s,Kc,9c,0.4279,0.302
Ac,Qs,2c,3h,5c,8c,Ks,0.6389,0.3459
Qd,5h,2d,Js,3d,Ac,6h,0.5071,0.2377
Qc,6c,9d,2d,Tc,4s,Th,0.532,0.2467
8h,Ac,Ts,Ks,7s,Ad,4c,0.6091,0.8316
Ad,Kc,8h,Kh,Jh,4s,9c,0.6539,0.8337
4d,4s,8h,2d,5d,5c,Th,0.5645,0.6229
Ts,8c,Qs,7s,Kc,3c,Ad,0.4946,0.2844
Qs,Kc,7h,3c,Ks,8h,As,0.6169,0.8028
Ah,7d,3d,5d,5s,Ts,7s,0.5939,0.6851
Td,9s,9c,9h,3s,7s,2s,0.5178,0.9302
Js,8c,2h,8h,Jc,5s,9s,0.5043,0.9307
9s,9h,Td,Kd,4c,5d,Ks,0.722,0.7154
3d,Td,9c,Ah,Jh,9d,As,0.4644,0.216
6h,9d,Td,9s,Qd,4c,5d,0.4442,0.5976
3d,As,Ah,Ks,Jd,6s,Jc,0.5583,0.8513
4d,7c,2c,4s,8d,3h,5c,0.3766,0.36
2d,9h,3c,9c,Qd,3h,8s,0.3928,0.6858
2h,Th,3c,5s,Kh,4d,Qs,0.4572,0.1219
4h,Jh,Kc,7c,4d,Ac,Ad,0.489,0.5601
9h,9c,7h,6d,3s,5s,8c,0.7225,0.9539
Jh,Th,Kh,4h,9h,4c,Js,0.5821,0.9633
9h,Ac,2s,8c,8d,Kc,8h,0.6034,0.6006
4d,Jd,2h,Jc,Th,6d,Ks,0.4916,0.7155
Qc,4d,9c,Qd,3h,Ts,8s,0.5049,0.6732
8h,Qh,4c,Kd,9c,9s,5s,0.5587,0.3665
4d,3h,Th,Kd,5s,Ts,Qc,0.3478,0.0169
Kc,9s,2c,5s,6h,Kh,8d,0.5699,0.8295
Ad,8d,Ac,Jc,3d,5s,9d,0.6247,0.8639
5s,3s,Qd,Ac,Ks,Jd,7s,0.3955,0.0648
Qd,9c,7c,Qh,2d,5h,8c,0.5503,0.8377
3d,Qc,8c,8s,5c,Kd,7c,0.4865,0.2836
As,Th,9h,3h,Qd,2h,3c,0.6328,0.4636
Th,9d,9h,2h,4c,8c,Ks,0.5169,0.7732
Ac,5d,Th,7c,6d,Qh,Td,0.5802,0.4355
Jd,9h,4c,4d,Kd,9c,Ts,0.5323,0.5997
Kd,Qd,Jh,8d,7c,9c,Qc,0.6389,0.655
Jd,Kh,5c,Qd,2c,9c,8d,0.6115,0.2392
7s,4h,7h,9s,Ts,3h,2s,0.3819,0.5656
Qs,2d,5c,8h,3s,5h,6h,0.4717,0.1706
Jh,8h,Ts,Qh,4d,Ks,6c,0.529,0.2778
6c,7s,2d,2c,3c,Ts,Jc,0.4258,0.0558
2d,2c,Qh,3h,6s,Th,Js,0.5053,0.3171
3d,2h,Th,9s,Kh,6c,7h,0.3169,0.0344
9c,6d,6h,2h,8d,3h,8h,0.4391,0.5039
7h,6h,Jh,3s,Qd,8c,3h,0.4622,0.0645
Kd,Jc,3d,4c,9h,2d,Kc,0.6059,0.8465
Qh,2c,3c,Jh,Kd,7s,9d,0.4766,0.2364
Jc,6h,Qs,2s,3s,Th,6s,0.4744,0.398
7h,Jh,2h,5s,Js,Td,6h,0.5196,0.826
2c,Jd,Ah,5h,Td,2d,5s,0.4434,0.5745
9s,8c,Qd,2d,Jh,9h,6d,0.4773,0.6155
9s,8d,Jd,4h,Ts,Td,5h,0.4867,0.2042
3s,9s,7h,Kh,7c,Ac,Jd,0.439,0.2017
6d,Jh,Ts,Ks,5c,7s,7c,0.4797,0.2379
5h,Jh,7s,Ac,Jc,Kd,7d,0.4923,0.6139
Ah,2h,Jd,3s,7h,Ac,Kd,0.5734,0.8405
Jh,8c,5s,8d,3d,Ah,9d,0.5193,0.6151
Ad,5d,6c,2c,Ts,2s,9s,0.5955,0.4169
9c,Kc,Tc,Ac,8s,2c,2h,0.6033,0.9714
Th,Qc,Qs,4d,7h,Kc,5s,0.5742,0.7563
Qd,4c,8h,5d,Jc,9d,6h,0.4819,0.1007
7d,Qs,As,9s,Tc,3h,9c,0.511,0.3463
Jc,Qc,Qd,Td,4s,Ad,2s,0.604,0.7363
9c,Qc,Ks,Jh,Kd,Qh,6c,0.5749,0.8192
Qd,Tc,9h,3d,Jh,5s,7h,0.5665,0.1426
As,Qs,8s,7c,2d,5c,Qh,0.6633,0.8648
Qs,3d,Qd,4h,Kd,4s,9h,0.481,0.7174
3d,Td,As,8s,5d,6h,3c,0.4649,0.4204
9c,6c,9s,2h,Qh,3h,4h,0.4689,0.444
7c,Ts,9h,Ks,Kd,4h,8d,0.4827,0.1779
5s,5h,4d,Qs,8h,3d,6d,0.6056,0.5332
Jd,9d,Th,5d,9h,Ac,7s,0.5559,0.6624
2c,8s,9h,7c,Th,6s,As,0.3686,0.9271
8d,Ad,Th,5d,5c,3c,2c,0.6212,0.4114
Ad,9d,7h,Jd,8d,Ah,6h,0.6332,0.7965
Ad,9h,5s,6h,4d,Jc,7c,0.6098,0.1657
7d,8d,6c,8c,6d,Js,Qc,0.4763,0.5526
Tc,5d,Kd,7h,6c,9c,Jc,0.4389,0.1459
4c,2s,Jd,Qc,4s,9h,4h,0.3318,0.9286
Kc,2c,Kh,2h,Qh,Jd,4s,0.5298,0.8975
Tc,Ac,5c,Ah,8s,2c,9h,0.6559,0.8451
5d,3h,Jd,9d,2c,Ac,5c,0.3529,0.5036
Ac,Qc,Ks,6c,8d,3c,Tc,0.6491,1.0
9h,8d,4c,Qh,Kd,9c,7h,0.4849,0.6632
7d,4h,Ah,8h,3s,Th,4d,0.3813,0.4779
Ac,Ts,2h,3c,3d,Jc,As,0.6328,0.8353
Kc,Jh,6s,4s,3d,9d,Th,0.6085,0.2215
2s,Jc,Qd,2d,2c,3s,Ts,0.4511,0.972
7c,3d,Tc,5d,7s,Qs,9s,0.3653,0.4746
Qh,3s,Th,Td,Kh,Tc,4c,0.4869,0.4699
9s,8h,Js,8s,5c,4s,5s,0.4766,0.8015
3s,Ks,2h,Qc,8h,7c,3c,0.5426,0.5383
6d,Js,2c,4h,5s,7d,9d,0.4744,0.0732
9d,6d,Js,7c,Ts,9c,Jh,0.476,0.5503
7s,Ts,Jc,7c,Qs,8s,Qh,0.5023,0.5989
Ts,9s,8d,5d,Ks,3s,As,0.5484,0.9862
7h,8c,9h,Jc,3d,4c,Ah,0.4567,0.1013
5c,4h,Kd,2s,3d,8c,2h,0.3792,0.0043
8d,4s,8s,3d,3h,6h,2d,0.3866,0.7871
3h,6d,8d,3d,Td,6h,Js,0.3604,0.8562
4d,3s,4c,Qs,9h,6s,Jh,0.3499,0.4204
3d,6d,Js,Ah,5s,As,4s,0.3993,0.0046
Qc,2c,6s,8s,Ac,Qh,Ad,0.503,0.8369
2h,Ac,7d,Kc,9s,2s,7s,0.5523,0.5737
Ts,2h,7s,Qd,5c,Qs,6h,0.425,0.1116
7s,Jh,9h,7d,Ad,5d,4d,0.495,0.3878
Kc,7h,2h,5s,3c,8c,Js,0.5578,0.2389
Td,Tc,3c,6c,7d,3h,4c,0.7532,0.6946
Jd,7c,6d,2c,Td,5s,9s,0.4904,0.0859
8s,Jc,7c,3h,6c,Qh,Ad,0.5157,0.2391
8d,Kc,8s,Qs,Js,Qh,Ts,0.5579,0.2878
9h,3d,Td,Kc,6h,Qs,5d,0.4061,0.1612
8d,5d,7c,Qd,Tc,As,Qs,0.447,0.172
2c,Qs,Qh,Qd,Td,Kd,6s,0.4722,0.888
Jc,Qc,2d,6c,Jd,Ad,5d,0.5978,0.4644
Js,9c,2s,8c,Th,As,4s,0.5348,0.1771
7c,5h,Kd,6s,Tc,5s,Qh,0.4057,0.4369
7c,5s,3h,2s,Kc,2d,9s,0.4046,0.0587
Qs,8s,7s,5d,2c,Tc,Jh,0.5541,0.1794
5s,4c,Jh,2c,3s,Kd,Ts,0.3869,0.0045
Kd,Qh,2s,6c,3h,5d,Jd,0.6172,0.1983
2d,5d,2s,Ks,Qc,8d,2c,0.383,0.9608
2d,Jh,7d,8d,7s,Ts,Jc,0.442,0.6622
3c,8s,8d,Jh,Qd,Kc,4h,0.3721,0.538
6c,9c,Qc,8h,2c,Jd,Kc,0.4687,0.9815
8s,7d,4s,8c,Jc,9d,4h,0.4511,0.572
6d,8d,3h,Tc,4c,Kh,2c,0.4633,0.0437
7s,6h,8h,5c,9d,9h,9s,0.4214,0.6532
3s,4h,Th,Kd,Ah,9c,As,0.352,0.1457
Kh,9s,7h,Kc,4d,2h,4s,0.5733,0.8542
6s,3c,Kc,Tc,6h,6c,Ts,0.3614,0.8882
Qs,Kh,Kd,2s,Qc,3s,Jh,0.614,0.9567
7c,As,Qc,Ks,2c,3s,7s,0.5858,0.66
2h,6s,6h,3h,4s,5c,Ah,0.3361,0.7403
3c,Kh,3h,Jh,Td,2s,Ts,0.5053,0.7214
Kd,9c,Ts,9d,2d,Jh,8c,0.5811,0.4169
2d,Ad,2c,2h,Ah,5h,6h,0.5761,0.9918
7h,Jd,Qs,Kc,5h,9c,2d,0.4978,0.2677
Js,2c,8d,7h,3c,2d,4s,0.4425,0.4226
Th,6s,Jh,6d,Tc,3d,5h,0.4541,0.9254
2s,4c,Qc,2d,Td,5c,9d,0.334,0.3772
Ac,Jd,4c,Jh,As,Ah,7c,0.629,0.9989
3d,Qd,9h,Td,4c,3s,Tc,0.5035,0.6121
2d,9h,2h,2s,7s,9c,Ts,0.3912,0.9891
Qc,Qs,7h,8s,7d,4h,Ac,0.7954,0.7578
7h,Ah,5d,Jc,Ad,8d,6d,0.6095,0.5252
5c,3h,3d,3s,4c,Qd,5s,0.368,0.9878
Qs,8c,5d,3h,Ks,8d,Ts,0.5305,0.6875
3s,6h,Ah,9h,5d,3h,7c,0.3587,0.3772
6s,7s,9h,Jh,7c,Ah,Td,0.4543,0.3284
6d,2s,Js,4h,Qd,3c,2c,0.3379,0.4112
6s,6c,8h,Kh,7h,9h,3h,0.6273,0.3532
5s,6d,Kh,2s,7s,Ks,4s,0.4024,0.6776
2c,2h,Qh,Jc,Qc,9c,7h,0.5036,0.4667
3h,2s,3s,8s,3d,Td,Tc,0.3267,0.8855
Qs,4s,5h,7h,Ks,Qc,4c,0.5209,0.9106
5c,Qd,6c,Ts,Qs,Jc,5s,0.4988,0.8776
3s,9c,8h,4h,Ts,Ks,7c,0.4011,0.0885
7s,2d,3h,2c,As,9s,4s,0.3417,0.3043
5d,2h,3d,6s,5h,6d,2d,0.3422,0.594
6s,Js,4h,Ts,As,Ac,9h,0.5071,0.2595
Ac,Jd,9s,9c,4c,As,3h,0.6383,0.8756
4d,5s,7d,8d,2c,9c,Jd,0.3917,0.0221
Js,3h,5c,4h,5d,5h,Kd,0.4559,0.355
4s,8d,2d,Js,7c,4d,2c,0.3921,0.585
7c,5d,Jh,5s,Jd,9c,Tc,0.4041,0.545
2d,Tc,Jc,Qs,9c,2s,Jh,0.4218,0.5563
8h,9h,4s,Kc,8s,3c,8c,0.5031,0.9216
Jd,Qc,Ah,As,5s,4d,9s,0.5943,0.3618
